anno,trimestre,id_empresa,empresa,id_servicio,servicio,id_concepto,concepto,ingresos,entry_id
2012,1,900022836,@NY PHONE S A ESP,101,Acceso fijo a Internet,NA,NA,46053095,1
2012,1,830016046,AVANTEL S.A.S,101,Acceso fijo a Internet,NA,NA,198129006,2
2012,1,830119051,AXESAT S.A.,101,Acceso fijo a Internet,NA,NA,2534730983,3
2012,1,900258177,BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL,101,Acceso fijo a Internet,NA,NA,208241534,4
2012,1,900047715,CABLE & TV YOPAL SAS,101,Acceso fijo a Internet,NA,NA,57420000,5
2012,1,811009414,CABLE BELLO TELEVISIÓN LTDA.,101,Acceso fijo a Internet,NA,NA,448051185,6
2012,1,805009542,CABLE VISION E.U.,101,Acceso fijo a Internet,NA,NA,176770308,7
2012,1,900209693,CALDAS DATA COMPANY LTDA,101,Acceso fijo a Internet,NA,NA,24157000,8
2012,1,817001193,CAUCATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,1104331,9
2012,1,816008859,COCOM S.A.S,101,Acceso fijo a Internet,NA,NA,36093333,10
2012,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,101,Acceso fijo a Internet,NA,NA,94349921753,11
2012,1,900053251,CONSULNETWORKS S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,591209000,12
2012,1,900306608,CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS,101,Acceso fijo a Internet,NA,NA,164959000,13
2012,1,811003209,CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS,101,Acceso fijo a Internet,NA,NA,518767235,14
2012,1,830115993,CORPORACION POLITECNICA NACIONAL DE COLOMBIA,101,Acceso fijo a Internet,NA,NA,815951474,15
2012,1,819003851,DIALNET DE COLOMBIA S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,608764977,16
2012,1,890905065,EDATEL S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,19760283575,17
2012,1,844004576,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,101,Acceso fijo a Internet,NA,NA,246877000,18
2012,1,800135729,EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.,101,Acceso fijo a Internet,NA,NA,1768925981,19
2012,1,807008068,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,101,Acceso fijo a Internet,NA,NA,110277505,20
2012,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.,101,Acceso fijo a Internet,NA,NA,82657611472,21
2012,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA,101,Acceso fijo a Internet,NA,NA,"8,219e+09",22
2012,1,860062823,EMPRESA DE TELECOMUNICACIONES DE COLOMBIA S.A. - INFONET ENTERPRISE,101,Acceso fijo a Internet,NA,NA,5935671,23
