anno,trimestre,id_empresa,desc_empresa,id_servicio,servicio,id_concepto,concepto,ingresos,ingr_brutos_pauta_publicitaria,entry_id
2014,2,805007077,CABLE ANTENA LTDA,108,Televisión por suscripción,0,NA,"101865000,0","0,0",46
2014,2,805017162,TELE 30 S.A.S,108,Televisión por suscripción,0,NA,"24275160,0","0,0",47
2014,2,806000553,CABLEMAG TELECOMUNICACIONES LTDA,108,Televisión por suscripción,0,NA,"333259124,0","0,0",48
2014,2,811009414,CABLE BELLO TELEVISIÓN LTDA.,108,Televisión por suscripción,0,NA,"2660081849,0","0,0",49
2014,2,813001399,PSI TELECOMUNICACIONES DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"77546164,0","0,0",50
2014,2,813002206,CABLE VISION JASTADI LTDA,108,Televisión por suscripción,0,NA,"65882967,0","0,0",51
2014,2,815001640,CABLE CAUCA COMUNICACIONES SA,108,Televisión por suscripción,0,NA,"191450442,0","0,0",52
2014,2,825000167,CABLE GUAJIRA LTDA,108,Televisión por suscripción,0,NA,"61353777,0","0,0",53
2014,2,825000630,TV CABLE VILLANUEVA,108,Televisión por suscripción,0,NA,"452133022,0","0,0",54
2014,2,827000325,TV ISLA LTDA,108,Televisión por suscripción,0,NA,"596140000,0","0,0",55
2014,2,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"1806835519,0","0,0",56
2014,2,830053800,TELMEX COLOMBIA S.A.,108,Televisión por suscripción,0,NA,"160926000000,0","0,0",57
2014,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,108,Televisión por suscripción,0,NA,"38760323912,0","0,0",58
2014,2,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,108,Televisión por suscripción,0,NA,"93019694080,0","0,0",59
2014,2,900547969,CABLE DIGITAL DE COLOMBIA SAS,108,Televisión por suscripción,0,NA,"60075862,0","0,0",60
2014,2,900548646,CONEXION DIGITAL EXPRESS S.A.S,108,Televisión por suscripción,0,NA,"559448009,0","0,0",61
2014,2,900548752,TV COLOMBIA DIGITAL SAS,108,Televisión por suscripción,0,NA,"104974138,0","0,0",62
2014,2,900550105,GRUPO UNO TELECOMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"102186132,0","0,0",63
2014,2,900552398,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,108,Televisión por suscripción,0,NA,"128427586,0","0,0",64
2014,3,800075305,INGENIERIA EN POTENCIA ELECTRICA Y COMUNICACIONES INGEPEC LTDA,108,Televisión por suscripción,0,NA,"64538781,0","0,0",65
2014,3,800132211,HV TELEVISION SAS,108,Televisión por suscripción,0,NA,"4248945170,0","0,0",66
2014,3,800179562,LEGON COMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"21554410,0","0,0",67
2014,3,800256449,ALFASURT TV CABLE LTDA,108,Televisión por suscripción,0,NA,"165636465,0","0,0",68
2014,3,802003000,TEVECOM LTDA,108,Televisión por suscripción,0,NA,"22064700,0","0,0",69
2014,3,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"5750534350,0","0,0",70
2014,3,804006915,TV CABLE SAN GIL LTDA,108,Televisión por suscripción,0,NA,"95700866,0","0,0",71
2014,3,805006014,DIRECTV DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"207919000000,0","0,0",72
2014,3,805007077,CABLE ANTENA LTDA,108,Televisión por suscripción,0,NA,"109664500,0","0,0",73
2014,3,805017162,TELE 30 S.A.S,108,Televisión por suscripción,0,NA,"28589057,0","0,0",74
2014,3,806000553,CABLEMAG TELECOMUNICACIONES LTDA,108,Televisión por suscripción,0,NA,"372661019,0","0,0",75
2014,3,811009414,CABLE BELLO TELEVISIÓN LTDA.,108,Televisión por suscripción,0,NA,"2701802364,0","0,0",76
2014,3,813001399,PSI TELECOMUNICACIONES DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"141862975,0","0,0",77
2014,3,813002206,CABLE VISION JASTADI LTDA,108,Televisión por suscripción,0,NA,"61672845,0","0,0",78
2014,3,815001640,CABLE CAUCA COMUNICACIONES SA,108,Televisión por suscripción,0,NA,"201829327,0","0,0",79
2014,3,825000167,CABLE GUAJIRA LTDA,108,Televisión por suscripción,0,NA,"69942741,0","0,0",80
2014,3,825000630,TV CABLE VILLANUEVA,108,Televisión por suscripción,0,NA,"484415384,0","0,0",81
2014,3,827000325,TV ISLA LTDA,108,Televisión por suscripción,0,NA,"680531500,0","0,0",82
2014,3,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"1297146092,0","0,0",83
2014,3,830053800,TELMEX COLOMBIA S.A.,108,Televisión por suscripción,0,NA,"166262000000,0","0,0",84
2014,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,108,Televisión por suscripción,0,NA,"42954709885,0","0,0",85
2014,3,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,108,Televisión por suscripción,0,NA,"93678818369,0","0,0",86
2014,3,900547969,CABLE DIGITAL DE COLOMBIA SAS,108,Televisión por suscripción,0,NA,"141162357,0","0,0",87
2014,3,900548646,CONEXION DIGITAL EXPRESS S.A.S,108,Televisión por suscripción,0,NA,"1272378934,0","0,0",88
2014,3,900548752,TV COLOMBIA DIGITAL SAS,108,Televisión por suscripción,0,NA,"135615073,0","0,0",89
2014,3,900550105,GRUPO UNO TELECOMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"148997116,0","0,0",90
2014,3,900552398,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,108,Televisión por suscripción,0,NA,"217653435,0","0,0",91
2014,4,800075305,INGENIERIA EN POTENCIA ELECTRICA Y COMUNICACIONES INGEPEC LTDA,108,Televisión por suscripción,0,NA,"64434474,0","0,0",92
2014,4,800132211,HV TELEVISION SAS,108,Televisión por suscripción,0,NA,"4661206846,0","0,0",93
2014,4,800179562,LEGON COMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"20527544,0","0,0",94
2014,4,800256449,ALFASURT TV CABLE LTDA,108,Televisión por suscripción,0,NA,"151566803,0","0,0",95
2014,4,802003000,TEVECOM LTDA,108,Televisión por suscripción,0,NA,"23275000,0","0,0",96
2014,4,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"3697373878,0","0,0",97
2014,4,804006915,TV CABLE SAN GIL LTDA,108,Televisión por suscripción,0,NA,"97227237,0","0,0",98
2014,4,805006014,DIRECTV DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"209483000000,0","0,0",99
2014,4,805009542,CABLE VISION E.U.,108,Televisión por suscripción,0,NA,"23755104,0","0,0",100
2014,4,805017162,TELE 30 S.A.S,108,Televisión por suscripción,0,NA,"33406292,0","0,0",101
2014,4,806000553,CABLEMAG TELECOMUNICACIONES LTDA,108,Televisión por suscripción,0,NA,"389336595,0","0,0",102
2014,4,811009414,CABLE BELLO TELEVISIÓN LTDA.,108,Televisión por suscripción,0,NA,"2726024134,0","0,0",103
2014,4,813001399,PSI TELECOMUNICACIONES DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"153278073,0","0,0",104
2014,4,813002206,CABLE VISION JASTADI LTDA,108,Televisión por suscripción,0,NA,"56000862,0","0,0",105
2014,4,815001640,CABLE CAUCA COMUNICACIONES SA,108,Televisión por suscripción,0,NA,"231433414,0","0,0",106
2014,4,825000167,CABLE GUAJIRA LTDA,108,Televisión por suscripción,0,NA,"81060054,0","0,0",107
2014,4,825000630,TV CABLE VILLANUEVA,108,Televisión por suscripción,0,NA,"403163265,0","0,0",108
2014,4,828000170,TV SANV S.A.S.,108,Televisión por suscripción,0,NA,"197612697,0","0,0",109
2014,4,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"1482179041,0","0,0",110
2014,4,830053800,TELMEX COLOMBIA S.A.,108,Televisión por suscripción,0,NA,"171155000000,0","0,0",111
2014,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,108,Televisión por suscripción,0,NA,"43424776690,0","0,0",112
2014,4,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,108,Televisión por suscripción,0,NA,"95450570098,0","0,0",113
2014,4,900547969,CABLE DIGITAL DE COLOMBIA SAS,108,Televisión por suscripción,0,NA,"150366771,0","0,0",114
2014,4,900548646,CONEXION DIGITAL EXPRESS S.A.S,108,Televisión por suscripción,0,NA,"590678848,0","0,0",115
2014,4,900548752,TV COLOMBIA DIGITAL SAS,108,Televisión por suscripción,0,NA,"122027384,0","0,0",116
2014,4,900550105,GRUPO UNO TELECOMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"185241244,0","0,0",117
2014,4,900552398,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,108,Televisión por suscripción,0,NA,"252886207,0","0,0",118
2015,1,800075305,INGENIERIA EN POTENCIA ELECTRICA Y COMUNICACIONES INGEPEC LTDA,108,Televisión por suscripción,0,NA,"81265340,0","0,0",119
2015,1,800090014,ASOAMIGOS TV,108,TV abierta radiodifundida-local sin ánimo de lucro,0,NA,"15330546,0","0,0",120
2015,1,800132211,HV TELEVISION SAS,108,Televisión por suscripción,0,NA,"8023467443,0","0,0",121
2015,1,800179562,LEGON COMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"58251466,0","0,0",122
2015,1,800256449,ALFASURT TV CABLE LTDA,108,Televisión por suscripción,0,NA,"154482196,0","0,0",123
2015,1,802003000,TEVECOM LTDA,108,Televisión por suscripción,0,NA,"69706421,0","0,0",124
2015,1,802008950,GLOBAL T.V. TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"1714946848,0","0,0",125
2015,1,804006915,TV CABLE SAN GIL LTDA,108,Televisión por suscripción,0,NA,"107336031,0","0,0",126
2015,1,805006014,DIRECTV DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"214839000000,0","0,0",127
2015,1,805007077,CABLE ANTENA LTDA,108,Televisión por suscripción,0,NA,"104770000,0","0,0",128
2015,1,805009542,CABLE VISION E.U.,108,Televisión por suscripción,0,NA,"15179808,0","0,0",129
2015,1,805017162,TELE 30 S.A.S,108,Televisión por suscripción,0,NA,"38022413,0","0,0",130
2015,1,806000553,CABLEMAG TELECOMUNICACIONES LTDA,108,Televisión por suscripción,0,NA,"381834132,0","0,0",131
2015,1,811009414,CABLE BELLO TELEVISIÓN LTDA.,108,Televisión por suscripción,0,NA,"4873584,0","0,0",132
2015,1,813001399,PSI TELECOMUNICACIONES DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"157979357,0","0,0",133
2015,1,813002206,CABLE VISION JASTADI LTDA,108,Televisión por suscripción,0,NA,"49887940,0","0,0",134
2015,1,815001640,CABLE CAUCA COMUNICACIONES SA,108,Televisión por suscripción,0,NA,"270086654,0","0,0",135
2015,1,825000630,TV CABLE VILLANUEVA,108,Televisión por suscripción,0,NA,"389347600,0","0,0",136
2015,1,827000325,TV ISLA LTDA,108,Televisión por suscripción,0,NA,"785866000,0","0,0",137
2015,1,828000170,TV SANV S.A.S.,108,Televisión por suscripción,0,NA,"298999723,0","0,0",138
2015,1,830036103,SUPERCABLE TELECOMUNICACIONES S.A.,108,Televisión por suscripción,0,NA,"1235966099,0","0,0",139
2015,1,830053800,TELMEX COLOMBIA S.A.,108,Televisión por suscripción,0,NA,"179141000000,0","0,0",140
2015,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,108,Televisión por suscripción,0,NA,"45051276390,0","0,0",141
2015,1,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,108,Televisión por suscripción,0,NA,"101716000000,0","0,0",142
2015,1,900544861,COLOMBIA MAS TV SAS,108,Televisión por suscripción,0,NA,"193132762,0","0,0",143
2015,1,900547969,CABLE DIGITAL DE COLOMBIA SAS,108,Televisión por suscripción,0,NA,"185488434,0","0,0",144
2015,1,900548646,CONEXION DIGITAL EXPRESS S.A.S,108,Televisión por suscripción,0,NA,"606620180,0","0,0",145
2015,1,900548752,TV COLOMBIA DIGITAL SAS,108,Televisión por suscripción,0,NA,"152674610,0","0,0",146
2015,1,900550105,GRUPO UNO TELECOMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"213566147,0","0,0",147
2015,1,900552398,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,108,Televisión por suscripción,0,NA,"284564287,0","0,0",148
2015,2,800075305,INGENIERIA EN POTENCIA ELECTRICA Y COMUNICACIONES INGEPEC LTDA,108,Televisión por suscripción,0,NA,"101446944,0","0,0",149
2015,2,800090014,ASOAMIGOS TV,108,TV abierta radiodifundida-local sin ánimo de lucro,0,NA,"16155249,0","0,0",150
2015,2,800132211,HV TELEVISION SAS,108,Televisión por suscripción,0,NA,"8774235236,0","0,0",151
2015,2,800256449,ALFASURT TV CABLE LTDA,108,Televisión por suscripción,0,NA,"156308150,0","0,0",152
2015,2,802003000,TEVECOM LTDA,108,Televisión por suscripción,0,NA,"250715903,0","0,0",153
2015,2,804006915,TV CABLE SAN GIL LTDA,108,Televisión por suscripción,0,NA,"173516926,0","0,0",154
2015,2,805006014,DIRECTV DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"221692000000,0","0,0",155
2015,2,805007077,CABLE ANTENA LTDA,108,Televisión por suscripción,0,NA,"109095500,0","0,0",156
2015,2,805009542,CABLE VISION E.U.,108,Televisión por suscripción,0,NA,"11086887,0","0,0",157
2015,2,806000553,CABLEMAG TELECOMUNICACIONES LTDA,108,Televisión por suscripción,0,NA,"368593073,0","0,0",158
2015,2,813001399,PSI TELECOMUNICACIONES DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"147713242,0","0,0",159
2015,2,813002206,CABLE VISION JASTADI LTDA,108,Televisión por suscripción,0,NA,"49284243,0","0,0",160
2015,2,815001640,CABLE CAUCA COMUNICACIONES SA,108,Televisión por suscripción,0,NA,"292567981,0","0,0",161
2015,2,825000167,CABLE GUAJIRA LTDA,108,Televisión por suscripción,0,NA,"102130311,0","0,0",162
2015,2,825000630,TV CABLE VILLANUEVA,108,Televisión por suscripción,0,NA,"345341167,0","0,0",163
2015,2,828000170,TV SANV S.A.S.,108,Televisión por suscripción,0,NA,"427225699,0","0,0",164
2015,2,830053800,TELMEX COLOMBIA S.A.,108,Televisión por suscripción,0,NA,"187754000000,0","0,0",165
2015,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,108,Televisión por suscripción,0,NA,"47464329709,0","0,0",166
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,Televisión abierta radiodifundida - local privada,0,NA,"0,0","0,0",167
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,Televisión por suscripción,0,NA,"0,0","0,0",168
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,TV abierta radiodifundida - nacional privada,0,NA,"0,0","0,0",169
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,TV abierta radiodifundida - nacional pública,0,NA,"0,0","0,0",170
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,TV abierta radiodifundida - regional pública,0,NA,"0,0","0,0",171
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P,108,TV abierta radiodifundida-local sin ánimo de lucro,0,NA,"0,0","0,0",172
2015,2,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,108,Televisión por suscripción,0,NA,"107148000000,0","0,0",173
2015,2,900544861,COLOMBIA MAS TV SAS,108,Televisión por suscripción,0,NA,"193132762,0","0,0",174
2015,2,900547969,CABLE DIGITAL DE COLOMBIA SAS,108,Televisión por suscripción,0,NA,"274114596,0","0,0",175
2015,2,900548646,CONEXION DIGITAL EXPRESS S.A.S,108,Televisión por suscripción,0,NA,"696452232,0","0,0",176
2015,2,900548752,TV COLOMBIA DIGITAL SAS,108,Televisión por suscripción,0,NA,"201959916,0","0,0",177
2015,2,900550105,GRUPO UNO TELECOMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"216440456,0","0,0",178
2015,2,900552398,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,108,Televisión por suscripción,0,NA,"315569313,0","0,0",179
2015,3,800075305,INGENIERIA EN POTENCIA ELECTRICA Y COMUNICACIONES INGEPEC LTDA,108,Televisión por suscripción,0,NA,"125540653,0","0,0",180
2015,3,800090014,ASOAMIGOS TV,108,TV abierta radiodifundida-local sin ánimo de lucro,0,NA,"23255484,0","0,0",181
2015,3,800132211,HV TELEVISION SAS,108,Televisión por suscripción,0,NA,"9531213114,0","0,0",182
2015,3,800179562,LEGON COMUNICACIONES SAS,108,Televisión por suscripción,0,NA,"71023879,0","0,0",183
2015,3,800256449,ALFASURT TV CABLE LTDA,108,Televisión por suscripción,0,NA,"152695635,0","0,0",184
2015,3,802003000,TEVECOM LTDA,108,Televisión por suscripción,0,NA,"364227842,0","0,0",185
2015,3,804006915,TV CABLE SAN GIL LTDA,108,Televisión por suscripción,0,NA,"369955225,0","0,0",186
2015,3,805006014,DIRECTV DE COLOMBIA LTDA,108,Televisión por suscripción,0,NA,"224258000000,0","0,0",187
